編號,分類,題號,文件名稱,題目,選項1,選項2,選項3,選項4,正確答案
A2-066,A2,066,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某企業建置 Agentic AI 系統處理跨部門複雜任務，團隊以解決方案圖譜（Solution Graph）作為規劃框架。下列何者為 Solution Graph 的主要功能？,(1) 取代語言模型推理機制，改以圖形搜尋完成決策；,(2) 作為任務知識庫，用於儲存 AI 已完成案例以供檢索；,(3) 限制代理（Agent）僅能依固定流程執行，以降低行為不確定性；,(4) 定義代理（Agent）可參考的任務分解與決策路徑結構,4
A2-067,A2,067,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某企業提供大型語言模型（LLM）API 服務，需支援高併發請求與流量波動，同時要求服務不中斷並具備故障容忍能力。若以高可用性與可擴展性為主要設計原則，下列哪一種部署方式較為適當？,(1) 採用單一高效能虛擬機（VM）集中部署，以提升資源使用效率；,(2) 建立多個模型服務實例並透過負載分散機制提供服務；,(3) 將推論任務改由用戶端設備分擔，以降低伺服器負載壓力；,(4) 使用 FTP 協議傳輸請求與回應，以減少服務通訊負擔,2
A2-068,A2,068,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,關於 ChatGPT、Anthropic Claude、GitHub Copilot 等 AI 程式碼輔助工具的運作原理，下列敘述何者正確？,(1) 這些工具基於大型語言模型，經由大量程式碼與文本訓練，透過預測下一個符號來生成程式碼，但不保證產生程式碼的正確性；,(2) GitHub Copilot 會在提供程式碼建議前執行並驗證該程式碼，確保其執行結果正確無誤；,(3) Anthropic Claude 的程式碼建議並非即時生成，而是從事先整理的已知解答資料庫中檢索而得；,(4) ChatGPT 內建完整的編譯器，可在輸出程式碼前自動編譯並更正所有語法與邏輯錯誤,1
A2-069,A2,069,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某新創公司採用 MVP（Minimum Viable Product）策略，導入 Vibe Coding 以加速開發，雖然初期能快速產出可運作功能，但技術主管提醒，在正式上線前仍可能存在程式碼品質與安全風險。下列哪一項措施最合理，以降低品質與安全問題？,(1) 直接沿用 AI 生成程式碼至正式環境，以降低開發成本；,(2) 持續優化提示詞，即可避免大部分品質問題；,(3) 將生成程式碼納入審查、重構與安全測試流程；,(4) 限制開發者修改 AI 生成之程式碼架構，以維持一致性,3
A2-070,A2,070,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,在規劃生成式 AI 解決方案時，下列何種應用場景最適合採用 GPT-Realtime 類型模型？,(1) 需長時間批次處理的大規模報表生成任務；,(2) 即時資料查詢與結構化資訊檢索系統；,(3) 即時語音客服與互動式 AI 代理；,(4) 以高一致性為優先的法規文件自動摘要,3
A2-071,A2,071,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,關於 2025 年 OpenAI 提供的 AgentKit，下列何者最能描述其主要用途？,(1) 建立強化式學習（Reinforcement Learning）訓練所需的互動式模擬環境；,(2) 提供代理（Agent）模型的大規模預訓練與權重優化機制；,(3) 「Agent-to-Agent」的代理通訊協議；,(4) 支援 Agents 的建構、工具整合與任務流程開發,4
A2-072,A2,072,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,所有在 Gemini 應用程式透過 Veo 生成的影片，皆採用何種技術措施來協助企業用戶應對 AI 生成內容可能帶來的不實資訊風險？,(1) 嚴格限制所有用戶每日的影片生成次數與使用時間；,(2) 在所有生成影片的開頭與結尾處強制加入明顯的 AI 標示警語；,(3) 要求所有影片輸出時必須附帶至少 10 秒的免責聲明片段；,(4) 使用 SynthID 技術在每一幀（frame）影片中嵌入不可見的數位浮水印,4
A2-073,A2,073,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某保險公司想建立智慧理賠系統，包含兩個功能：(1)自動判斷理賠案件是否為詐欺案件 (2)自動生成理賠調查報告。請問這兩個功能分別屬於哪種 AI 技術類型？,(1) (1)鑑別式 AI (2)生成式 AI；,(2) (1)生成式 AI (2)鑑別式 AI；,(3) 兩者都是鑑別式 AI；,(4) 兩者都是生成式 AI,1
A2-074,A2,074,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,"某大型製造工廠導入生成式 AI 系統來優化能源消耗，每日需處理約 10 萬筆設備數據並生成能源優化建議。系統每月 API 調用成本約 15 萬元，內部維護人力成本8 萬元，基礎設施成本 5 萬元。該工廠評估導入效益時，下列哪一項總體擁有成本（Total Cost of Ownership, TCO）分析最完整？",(1) 主要以 API 調用成本 15 萬元作為 TCO 評估基礎；,(2) 以 API 調用成本 15 萬元及維護人力成本 8 萬元進行整體估算；,(3) 綜合 API 調用、維護人力與基礎設施等直接成本進行評估，共約 28 萬元；,(4) 除直接成本外，並考量訓練、系統整合與資安合規等相關支出,4
A2-075,A2,075,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,"某機構計畫導入生成式 AI 旅遊資訊服務對話系統自動生成多語言對話。目前每月需人工翻譯 600 則訊息，每則成本 50 元；若改用 ChatGPT API，每則訊息需 2000 Tokens，而 Token 成本 0.8 元/1000 Tokens，但需額外投入系統整合費用 20 萬元。關於投資報酬率（Return on Investment, ROI）評估，下列何者最為正確？","(1) 每月節省成本 29,040 元，系統整合成本約 7 個月回收；","(2) 每月節省成本 30,000 元，系統整合成本約 7 個月回收；","(3) 每月節省成本 28,040 元，系統整合成本約 8 個月回收；","(4) 每月節省成本 25,000 元，系統整合成本約 8 個月回收",1
A2-076,A2,076,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某支付平台為了強化洗錢行為檢測，計劃導入生成式 AI 技術來輔助分析可疑交易模式。該平台擁有大量歷史交易記錄和已知洗錢案例資料，希望 AI 能自動生成可疑交易的特徵描述報告。下列哪一種生成式 AI 技術最適合此需求？,(1) 使用 Midjourney 生成交易流程圖像；,(2) 採用 Few-shot Learning 訓練圖像識別模型；,(3) 運用 RAG 檢索增強生成技術結合歷史案例資料庫；,(4) 直接使用 ChatGPT 的基礎模型進行分析,3
A2-077,A2,077,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某紡織公司希望建立自動化品質檢測流程，既有的 AI 系統檢測到布料瑕疵時，需自動拍照存檔、發送通知給品管人員。該公司具有一定開發人力，希望快速建置此工作流程，並保有彈性調整空間，下列哪一種解決方案最適合？,(1) 使用 n8n 建立工作流（Workflow），整合 AI 檢測 API、檔案系統、通訊軟體；,(2) 委外開發客製化程式，完全符合公司需求規格；,(3) 採購現成的品質管理軟體，直接導入使用；,(4) 使用 Excel 巨集搭配人工作業處理檢測結果,1
A2-078,A2,078,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某市政府交通局計劃導入生成式 AI 技術來自動生成公車到站時間預測的文字報告，每日需處理約 50 萬筆交通資料並生成 1000 份報告。在評估導入成本時，團隊希望進行 Token Economics 分析（指模型推理與生成過程中，Token 使用量及其費用）。下列何者不屬於 Token Economics 的考量範圍？,(1) 每次 API 呼叫所需的輸入 Token 數量；,(2) 生成報告內容所消耗的輸出 Token 費用；,(3) AI 模型訓練階段使用 Token 數量所需的 GPU 記憶體成本；,(4) 模型推理過程中的 Token 使用量統計,3
A2-079,A2,079,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某農業合作社希望建立一套自動化工作流程，當農民透過手機 APP 回報田間病蟲害照片時，系統能自動通知相關專家、建立案件紀錄並排程現場訪查。該合作社IT 資訊人力有限，僅有一位具備基礎程式概念的人員。下列哪一種開發方式最適合此需求？,(1) 採用傳統程式開發，從零開始撰寫完整系統；,(2) 使用純粹的 No-Code 平台，完全不需要任何程式技能；,(3) 使用 Low-Code 平台，結合視覺化拖拉與少量程式碼；,(4) 直接購買現成的農業管理軟體，不進行客製化,3
A2-080,A2,080,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某市政府環保局想建立一個垃圾分類查詢系統，讓民眾輸入物品名稱後自動判斷分類。由於垃圾種類繁多，但每種分類的訓練範例有限，工程師決定採用少樣本學習（Few-shot Learning）技術。下列何者為少樣本學習（Few-shot Learning）的主要特徵？,(1) 需重新蒐集大規模標註資料，以確保模型具備穩定表現；,(2) 透過少量任務示例，引導模型適應新情境或新分類需求；,(3) 不需任何範例輸入，即可完成新任務推論；,(4) 僅適用於自然語言處理任務，對其他模態效果有限,2
A2-081,A2,081,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某有機農場累積了十年的病蟲害防治紀錄文件，包含不同作物的病害症狀描述、防治方法和效果評估。農場主人希望建立一個 AI 助手，能根據農民描述的作物症狀，快速提供相關的防治建議和歷史案例。下列哪一種技術最適合解決這個需求？,(1) 直接使用 ChatGPT 的預訓練知識回答農業問題；,(2) 將所有文件內容加入 ChatGPT 的系統提示詞中；,(3) 採用 RAG 技術，將農場文件建立向量資料庫，結合大語言模型生成回答；,(4) 使用少樣本學習（Few-shot Learning），在提示詞中提供 3-5 個病害案例,3
A2-082,A2,082,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,隨著企業加速導入 AI，No-Code/Low-Code 平台逐漸成為模型開發與產品化的常見工具。相較於傳統自行撰寫程式的建模流程，下列何者最能正確描述此類平台在模型訓練機制上的典型特性？,(1) 透過視覺化介面與標準化流程，協助完成模型訓練與調校；,(2) 主要提供既有模型推論能力，通常不支援重新訓練；,(3) 著重資料處理與轉換，模型訓練仍需外部工具完成；,(4) 多數僅適用於特定大數據框架（如 Spark）的訓練流程,1
A2-083,A2,083,115年第一次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260410164328.pdf,某醫療院所希望改善行政效率，規劃讓各科室人員可自行建立行政回報與內部申請表單，並導入 AI 功能以自動判讀與分類填寫內容（如問題類型或需求性質），同時需兼顧流程調整彈性與降低系統開發維運負擔。下列哪一種技術組合最適合？,(1) Low-Code 平台 × 預訓練語言模型 API；,(2) No-Code 平台 × 規則式自動化（Rule-based Automation）；,(3) 傳統程式開發 × 自建深度學習模型；,(4) 試算表工具 × 手動資料標記分析,1
